"
Разработчик Elma365","Наша компания в поиске эксперта по реализации проектов в сфере автоматизации (CRM, BPM, RPA).

Только B2B клиенты, крупные проекты и прописанные регламенты выпо"
"
Разработчик Битрикс24","Наша компания в поиске эксперта по реализации проектов в сфере автоматизации (CRM, BPM, RPA)."
"
Senior Java Developer","Saldo Apps is looking for an experienced Java developer to join our team and work on the Saldo Core Web."
"
Менеджер по B2B продажам (продукт SmartЭКГ)","Если ты хочешь внести вклад в развитие электронного здравоохранения, то приглашаем тебя стать частью нашей растущей команды."
"
Business development manager (B2B)","Предстоит выстраивать партнерства, продавать наше решение средним и крупным компаниям в ритейле, HoReCa и банках. ЛПР – C, C-1 level, собственникам"
"
Head of Data Analytics","Мы ищет лидера отдела продуктовой аналитики."
"
PHP FULL/BACKEND DEVELOPER","Наша компания, ищет людей для долгосрочного сотрудничества со стеком php8/Laravel"
"
QA Engineer / Project Manager","Hello!

We have a unique offer for you if you are a proficient QA Engineer and want to try your hand at Product Management! We are a fintech startup and we are"
"
Программист-схемотехник","ТОО ""WSE"" завод по производству высокотехнологичной автоматизированной техники расположенный в городе Астана."
"
PR\копирайтер (стажер) в Ракетную фирму","Ракетная фирма - крупнейшее digital агентство, 12 лет проектируем и разрабатываем системы автоматизации: сайты, платформы и маркетплейсы, моб. приложения."
"
Project/Director in a project at the producer center of fore","The team of my production center for foreign launches on Instagram and YouTube needs a project manager / producer"
"
Юрист в IT","Компания-партнер для трансформации планирования, управления бизнесом и принятия решений ищет юриста."
"
Unreal Console Developer","we are looking for an experienced Unreal developer"
"
Unity Developer (middle)","Famous Survival Horror video Game distributed on multiple platforms (iOS, Android, Windows Phone, Nintendo Switch, PlayStation 4 and Xbox One)"
"
TikTok менеджер","Supermoms Club (мобильное приложение для женщин) в поисках специалиста по продвижению в TikTоk."
"
Оператор со знанием казахского языка","Аутсорсинговый КЦ Ip-call в поисках сотрудника на горячие заявки. Мы работаем с востребованными товарами для красоты и здоровья, мелкой электроникой и прочими."
"
Lead Node.JS Developer","We are looking for a Node.js developer with 4+ years of experience to join the Tonti Laguna Mobile team, who will be able to develop the server side of our appl"
"
Консультант 1С","Мы ищем сотрудника, который является профессионалом в области ведения учета на основании семейства программ 1С, таких как: 1С Розница, 1С Бухгалтерия, 1С Аптека"
"
Интерны в стартап - развивающее приложение для детей","Ищем молодых, проактивных, классных девушек и парней для практики в стартапе в области GameDev & EdTech, SMM & Digital Marketing, PR & GR"
"
Менеджер по работе с клиентами (IT сервис в логистике)","Компания «Rail Inform» осуществляет разработку и внедрение информационных сервисов для
автоматизации транспортных компаний, осуществляющих ЖД перевозки"
"
Специалист по подготовке к испытанию на соответствие ИБ","Специалист по подготовке к испытанию на соответствие требованиям информационной безопасности"
"
Мобильный разработчик","Ракетная фирма ищет мобильного разработчика в астанинский офис. Если вам интересно участвовать в создании крутейших решений - это Ваш шанс!"
"
Программист .NET","Требуется .NET-разработчик с опытом и навыками работы с Backend-технологиями. Знание английского языка будет плюсом."
"
Программист Angular","Требуется Angular-разработчик с опытом и навыками работы frontend-разработки. Знание дизайна и английского языка будет плюсом."
"
Тестировщик / QA","QA будет контролировать все этапы разработки программного обеспечения, чтобы выявлять и устранять системные сбои в соответствии со стандартами качества."
"
продакт менеджер","The Product Manager (PM) at zypl.ai is the driver of our growth the supervision of product team."
"
Project Manager / Менеджер IT-проектов","Руководители проектов несут ответственность за создание продуктов и разработкой программного обеспечения"
"
Middle FrontEnd (Vue.JS)","Мы ищем целеустремленных и ориентированных на качество инженеров и архитекторов, которые хотят находить решения в команде высококвалифицированных специалистов."
"
Middle Backend (Python Django)","Мы ищем целеустремленных и ориентированных на качество инженеров и архитекторов, которые хотят находить решения в команде высококвалифицированных специалистов."
"
Python / Django разработчик (TeamLead / CTO)","Нам нужен TeamLead, который обеспечит техническое руководство, код, наставничество и руководство для нашей небольшой талантливой команды."
"
Golang Developer","Ищем в нашу дружную команду Golang разработчика."
"
SMM менеджер","Supermoms Club (мобильное приложение для женщин) в поисках SMM специалиста на долгосрочное сотрудничество"
"
PHP разработчик","Ищем PHP разработчика в штат, на постоянную работу на полный рабочий день.
Пишем стартап в сфере CRM. Офис в Астане на левом берегу."
"
Технический директор (СТО)","В международный стартап требуется Технический директор (CTO)."
"
Маркетолог в ИТ","Быстроразвивающийся международный стартап возьмет в команду маркетолога.
Уверенное знание английского. Амбициозные цели. Масштабные задачи."
"
ИТ-рекрутер","Быстроразвивающийся стартап ищет заряженного на победы рекрутера.
Гибкий график, оплата за результат."
"
Менеджер корпоративных продаж","С целью развития направления корпоративных продаж мы в поисках интересного и уверенного в себе специалиста с желанием хорошо зарабатывать и развиваться!"
"
Middle разработчик Bitrix Framework","Ищем эксперта разработчика, который подключится к нам для изменения цифрового ландшафта страны и мира!"
"
Инженер по внедрению","Наша компания занимается разработкой программных обеспечений для больниц и поликлиник. Мы ищем человека для выездных установок и обучений пользователей."
"
PR\копирайтер (стажер) в Ракетную фирму","Мы разрабатываем цифровые системы: сайты, платформы, маркетплейсы и моб. приложения. Если вам интересно участвовать в создании крутейших решений - это Ваш шанс!"
"
Оператор со знанием казахского языка","Требуется сотрудник со знанием казахского языка, удаленная работа."
"
Менеджер по продажам в Ракетную фирму","Мы крупнейшее digital агентство, на рынке 12 лет. Проектируем и разрабатываем системы автоматизации: сайты, платформы и маркетплейсы, мобильные приложения."
"
Менеджер по развитию","Ракетная фирма - крупнейшее digital агентство, 12 лет проектируем и разрабатываем системы автоматизации: сайты, платформы и маркетплейсы, моб. приложения."
"
Контент менеджер","Для наполнения мобильного приложения и сайта полезными статьями на тему беременности и материнства требуется контент менеджер."
"
BITRIX Middle/Senior Developer","Наша компания в поисках Битрикс-разработчика (Middle/Senior)"
"
Product manager","Product manager 
В активно развивающийся IT стартап - экосистему TrustMe, требуется менеджер по продукту, который будет вовлечен в управление полного цикла прод"
"
Менеджер по продажам CHATBOT LLC","В компании CHATBOT LLC открыта вакансия Менеджера по продажам.
C 2019 года с помощью искусственного интеллекта мы разработали платформу chatbot.mn и автоматизир"
"
Менеджер службы поддержки","Naimi - маркетплейс для поиска специалистов по бытовым и офисным услугам. Более 7 лет мы ведем разработку мобильного приложения и сайта."
"
Data Engineer уровня Junior/Middle+","Data Engineer уровня Junior/Middle+"
"
Инженер по информационной безопасности","Инженер  по информационной  безопасности"
"
Менеджер по продажам","Менеджер по продажам компания Glovo, KZ"
"
React-Frontend разработчик","Разработка FrontEnd части на React"
"
Старший менеджер проектного офиса по IT образованию","Проектный офис по IT образованию в Astana HUB ищет старшего менеджера, который будет отвечать за координацию образовательных IT программ"
"
1С Разработчик-программист","Программист 1С"
"
Веб разработчки","Разработка веб приложения
Синхронизация между 1С и системой клиентов"
"
Менеджер в мобильное приложение","Требуется менеджер в мобильное приложение. Помогать клиентам снимать жилье онлайн."
"
Разработчик игр на блокчейне","Ищем в команду разработчика криптоигр. Работаем над проектом для выхода на зарубежные рынки и привлечения доп инвестиций."
"
Middle Frontend-разработчик","Требуется Middle Frontend-разработчик в команду для разработки программных продуктов в сфере медицины с применением ML.

Заниматься придется преимущественно про"
"
Smart contract security engineers","Если тебя интересует влияние Web3 на будущее, к тому же ты хорошо разбираешься в технологиях блокчейна, тогда имеем для тебя предложение"
"
SMM- специалист","Parakozm Ltd- международная IT компания с командой профессионалов в разных странах.

Мы ищем в нашу команду SMM специалиста"
"
Project Manager for IT company","Международная IT компания Parakozm LTD объявляет конкурс на открытую вакансию- проектный менеджер."
"
Business development manager","Parakozm Ltd- международная IT компания с командой профессионалов в разных странах.
Мы ищем в нашу команду менеджера по развитию бизнеса."
"
Копирайтер","В международный проект требуются копирайтер для написания специализированных статей в области рекламы, маркетинга, SEO для блогов, документации и соцсетей."
"
Junior Technical Writer / Младший технический писатель","Американский стартап Improvado ищет начинающего технического писателя без опыта работы, но с высшим образованием в сфере IT."
"
Backend/Fullstack-разработчик","Дружная команда проекта iWow (мобильное приложение доступно на iOS и Android) ищет Backend/Full-stack разработчика."
"
Администратор сайта и мобильного приложения","Мы – технологичная онлайн платформа Credo.plus – агрегатор электронных книг и конспектов книг в жанре нон-фикшн (деловая литература)."
"
IT специалист","ORIENT SOLUTIONS в связи с расширением, ищет ИТ специалиста для внедрения корпоративных решений."
"
Системный аналитик","Системный аналитик
Бизнес аналитик ИТ проектов"
"
Flutter разработчик","Ищем Flutter разработчика в дружный коллектив с гибким графиком"
"
Java разработчик","Java разработчик на фриланс"
"
Разработчик (PHP)","в АО ""Центр электронных финансов""  требуется Разработчик (PHP)"
"
Старший разработчик (PHP)","в АО ""Центр Электронных Финансов"" требуются PHP разработчики"
"
Эксперт систем надежности","Вакансия в портфельной компании фонда ""Самрук-Казына"""
"
Проектный менеджер","Вакансия в портфельной компании фонда ""Самрук-Казына"""
"
Начальник отдела поддержки приложений","Вакансия в портфельной компании фонда ""Самрук-Казына"""
"
[В архиве] Ведущий разработчик (frontend, senior)","Astana Hub для доработки функционала системы объявляет поиск ведущего frontend разработчика."
"
[В архиве] Ведущий разработчик (backend, senior)","Astana Hub для доработки функционала системы объявляет поиск ведущего backend разработчика."
"
Видеомейкер","В компанию Welldone, работающей в сфере электронного образования (e-learning) нужен Видеомейкер."
"
Главный менеджер офиса МО, инвестиций и экспорта","Дорогие соискатели, просим внимательно изучить job description и откликаться только в том случае, если ваше резюме соответствует запрашиваемым требованиям"
"
Middle java-разработчик","Требуется Java-разработчик, знание jmix является преимуществом.
Офис в Астана Хаб, возможна частичная удаленка."
"
Схемотехник","Компания: NTS Design Современная Казахстанская научно-производственная компания по разработке и производству технических средств в сфере безопасности. Мы ищем"
"
Python developer","Ищем в нашу дружную команду Python разработчика."
"
Junior project manager","В нашу семью активно ищем младшего проектного менеджера. Основными обязанностями будет являться коммуникация с сервисами интеграции и it специалистами."
"
Менеджер по продажам IT-проектов / Junior Account Manager","Ищем кандидата на позицию Junior Account Manager. 
Интересная и развивающая работа для целеустремленного человека в сфере IT и знающего английский на уровне C1"
"
Директор маркетплейса","Требуется руководитель B2B маркетплейса, способный возглавить работу сервиса, начиная от сбора команды до вывода продукта на рынок и достижения заданных целей."
"
UX/UI дизайнер","Мы ищем креативного UI/UX дизайнера, способного реализовывать сильные, современные визуальные решения."
"
Gamedev ТОО ""Global Innotion ""","Требуется Gamedev в команду создающую продукты на блокчейне"
"
Middle/Middle+ Frontend Developer (React)","We work with: JavaScript, CSS, React, GraphQL, Node.js, TypeScript"
"
Senior Java Developer","Datanomix.pro в поисках Java Senior Developer на 100% занятость удаленно. Компания занимается разработкой продуктов, пользователи из 40 стран мира"
"
Senior React Engineer","Softermii (https://www.softermii.com/) is an outsourcing/outstaffing company with more than 8 years of experience in web and mobile application development"
"
Full stack lead","Softermii (https://www.softermii.com/) is an outsourcing/outstaffing company with more than 8 years of experience in web and mobile application development."
"
C# Unity/Web GL Devs","Компания Program Ace  в поиске Middle C# Unity/Web GL Devsна фултайм позицию. Локация кандидата не имеет значения."
"
Middle Unreal Engine Developer","Украинская компания Program Ace в поиске  Middle Unreal Engine Develeopers на удаленную позицию. Формат работы штат, загрузка - фултайм"
"
Senior Node.js Developer","The platform provides real estate management software and support services for the Airbnb market and vacation rentals worth $ 100 billion."
"
Менеджер по B2B продажам (продукт SmartЭКГ)","Если ты хочешь внести вклад в развитие электронного здравоохранения, то приглашаем тебя стать частью нашей растущей команды."
"
Риск-аналитик","Работа с тендерами, проверка поставщиков на предмет рисков."
"
Менеджер по продажам","Продажа услуг Компании"
"
Руководитель проектного отдела","Руководитель проектного отдела по внедрению CRM, BPM."
"
UI/UX Designer","UI/UX Designers"
"
Разработчик","В компанию «Orient Solutions» требуется на постоянную основу разработчик со знанием 1С, PHP (Bitrix)"
"
Главный бухгалтер","Мы в поиске главного бухгалтера, который возьмет на себя бухгалтерский и налоговый учет."
"
Контент менеджер","Для наполнения мобильного приложения и сайта полезными статьями на тему беременности и материнства требуется контент менеджер."
"
Аккаунт менеджер","Аккаунт-менеджер — это тот, кто работает с клиентами компании и обеспечивает их лояльность, выполнение всех необходимых клиенту задач."
"
Senior Digital Marketing / PPC specialist (Contract)","Senior Digital Marketing / PPC specialist (contract) in Astana to work with our team in Astana to establish Tripsome.com in Kazakhstan within the next 6 months."
"
Front-end Developer","Middle Front-End Developer"
"
Системный администратор / тестировщик","Системный администратор / тестировщик"
"
Full Stack Developer Java+Php","Full Stack Developer Java+Php"
"
Руководитель отдела продаж","Руководитель отдела продаж"
"
Руководитель отдела по развитию бизнеса","Руководитель отдела по развитию бизнеса"
"
UI / UX / Web Дизайнер","В компанию Welldone, работающий в сфере электронного образования нужен UI / UX / Web Дизайнер электронных курсов."
"
Разработчик электронных курсов","В компанию Welldone, работающий в сфере электронного образования нужен разработчик электронных курсов."
"
Intership Project Team Lead (Manual QA)","Remote work at the ed-tech company.
Working hours are 8:00 am to 4:00 pm PDT
Salary 600$ per month"
"
Педагогический дизайнер/Instructional designer (методолог)","В компанию Welldone, работающей в сфере электронного образования требуется педагогический дизайнер/методолог"
"
Аналитик","ИТ-компания ведет набор аналитиков на сопровождение и развитие ИТ проектов в области государственных финансов"
"
Ignition: Junior Front-end & Back-end Developers (Remote)","Junior Front-end & Back-end Developers (Remote)"
"
Администратор баз данных MySQL","Investing.com  ищет себе в команду опытного DBA MySQL."
"
WE_SEO специалист, программист (WordPress)/Стажировка","SEO специалист, программист (WordPress)"
"
Flutter Developer","Разработка FrontEnd части приложения."
"
ТОО “DauInvest”: Tech Lead (ведущий разработчик)","Мы, ТОО “DauInvest”, разрабатываем решения, которые делают мир лучше!"
"
ТОО “DauInvest”: Senior\Middle Frontend Developer","Мы, ТОО “DauInvest”, разрабатываем решения, которые делают мир лучше!"
"
Networks Energy: Системный аналитик с уклоном в Бизнес","Networks Energy является разработчиком автоматизированной системы «Договорная и коммерческая работа» (АСУ ДКР)."
"
ТОО Networks Energy: Специалист DATA SCIENCE","Мы высокоэффективная команда исследователей в разработке финтех продуктов. Наша миссия - это Обеспечение клиентов высококлассными цифровыми решениями."
"
EРAM: Senior Software Engineer (Java)","EPAM is a leading global provider of digital platform engineering and development services."
"
EРAM: Middle / Senior React Native Developer","EPAM is a leading global provider of digital platform engineering and development services."
"
EРAM: Senior Frontend developer","EPAM is a leading global provider of digital platform engineering and development services."
"
Glovo_Glover Specialist","Glover Specialist"
"
KitRUM: Senior Ruby Engineer","KitRUM is a one-stop custom software development company headquartered in sunny Florida with development centers in Ukraine and Poland."
"
KitRUM: Senior DevOps Engineer","KitRUM is a one-stop custom software development company headquartered in sunny Florida with development centers in Ukraine and Poland."
"
KitRUM: Scribd - Middle Big Data Engineer","KitRUM is a one-stop custom software development company headquartered in sunny Florida with development centers in Ukraine and Poland."
"
KitRUM: Lead Node.js Engineer","KitRUM is a one-stop custom software development company headquartered in sunny Florida with development centers in Ukraine and Poland."
"
Mediana Services Limited_Менеджер IT-проектов","Менеджер IT-проектов"
"
Mediana Services Limited_Back-end front-end разработчик","Back-end front-end разработчик"
"
Full Stack  Developer (Java+React)","Международная IT-компания Andersen приглашает в команду Tech Lead Full Stack Developer (Java+React) для работы над масштабным проектом в сфере логистики."
"
Andersen_Full Stack Developer (Node.js + React)","Full Stack Developer (Node.js + React)"
"
Andersen_Full Stack Developer (.NET + React)","Full Stack Developer (.NET + React)"
"
ITS PARTNER: Frontend (angular) developer","ITS Partner develops products powered by the Internet of Things (IoT) technologies."
"
Andersen_Senior Deep Learning Engineer for SaaS solutions","Senior Deep Learning Engineer for SaaS solutions"
"
ITS PARTNER LTD. Embedded Firmware Engineer /  C C++","ITS Partner develops products powered by the Internet of Things (IoT) technologies."
"
ITS PARTNER: Computer vision / machine learning engineer","ITS Partner develops products powered by the Internet of Things (IoT) technologies."
"
Andersen_Software Engineer - MLOps Engineer","Software Engineer - MLOps Engineer"
"
Kazdream. Python Developer","Мы казахстанский IT-холдинг, входящий в ТОП-5 ведущих IT-разработчиков Центральной Азии"
"
ITS PARTNER LTD: iOS Developer","ITS Partner develops products powered by the Internet of Things (IoT) technologies."
"
Andersen_Ruby Developer","Ruby Developer"
"
Andersen_Full Stack  Developer (Java+React)","Full Stack  Developer (Java+React)"
"
Kazdream. GO developer","Мы казахстанский IT-холдинг, входящий в ТОП-5 ведущих IT-разработчиков Центральной Азии"
"
inDriver: Специалист по МСФО / US GAAP","inDriver — международный сервис пассажирских перевозок. Мы создаем глобальный высокотехнологичный продукт, который меняет жизнь миллионов людей к лучшему."
"
inDriver: Сompliance specialist","inDriver is an international IT product company. We are among the top 3 mobile services for ordering trips in the world."
"
ITS Partners. QA Manual инженер / стажер","ITS  разрабатывает продукты на основе технологий Интернета вещей (IoT). Мы работаем на глобальном рынке, сотрудничаем с крупными постоянными заказчиками из США."
"
inDriver: Security specialist","inDriver — международный сервис пассажирских перевозок. Мы создаем глобальный высокотехнологичный продукт, который меняет жизнь миллионов людей к лучшему."
"
inDriver: Сompliance specialist","inDriver is an international IT product company. We are among the top 3 mobile services for ordering trips in the world."
"
Naimi.kz_Менеджер службы поддержки","Менеджер службы поддержки"
"
inDriver: Technical Support Specialist","inDriver — международный сервис пассажирских перевозок. Мы создаем глобальный высокотехнологичный продукт, который меняет жизнь миллионов людей к лучшему."
"
inDriver. Global Operations Specialist Almaty","inDriver — это международный интернет-агрегатор услуг пассажирских, грузовых и междугородних перевозок."
"
inDriver: Online chekout specialist","inDriver — международный сервис пассажирских перевозок. Мы создаем глобальный высокотехнологичный продукт, который меняет жизнь миллионов людей к лучшему."
"
inDriver: Middle/Senior Manual QA Engineer","inDriver — международный сервис пассажирских перевозок. Мы создаем глобальный высокотехнологичный продукт, который меняет жизнь миллионов людей к лучшему."
"
inDriver: Developer Relations Specialist (DevRel)","inDriver — международный сервис пассажирских перевозок. Мы создаем глобальный высокотехнологичный продукт, который меняет жизнь миллионов людей к лучшему."
"
Naimi.kz_Middle Android разработчик","Middle Android разработчик"
"
Kazdream. DevOps - инженер","Мы казахстанский IT-холдинг, входящий в ТОП-5 ведущих IT-разработчиков Центральной Азии"
"
inDriver: Технический редактор (TechEditor)","inDriver — международный сервис пассажирских перевозок. Мы создаем глобальный высокотехнологичный продукт, который меняет жизнь миллионов людей к лучшему."
"
Naimi.kz_Middle Back-end разработчик","Middle Back-end разработчик"
"
Binance: Customer Support Representative","Binance is the global blockchain company behind the world’s largest digital asset exchange by trading volume and users."
"
Senior Product Manager (KYC/KYB)","We are looking for experienced Android Developers (mid to senior) to design and build the next generation of our mobile Trust Wallet application."
"
Binance: Senior Frontend deveoper ( Trust wallet)","Binance is the global blockchain company behind the world’s largest digital asset exchange by trading volume and users."
"
Sergek Development_Infrastucture engineer","Infrastucture engineer со знанием практик devops"
"
Binance: Financial Derivatives Specialist (Customer Support)","Binance is the global blockchain company behind the world’s largest digital asset exchange by trading volume and users"
"
Binance. Technical support specialist (API Agent)","Binance is the global blockchain company behind the world’s largest digital asset exchange by trading volume and users, serving a greater mission to accelerate"
"
inDriver. Специалист по коммуникациям","inDriver — международный сервис пассажирских перевозок. Мы создаем глобальный высокотехнологичный продукт, который меняет жизнь миллионов людей к лучшему."
"
inDriver. Менеджер по контекстной рекламе","inDriver — международный сервис пассажирских перевозок. Мы создаем глобальный высокотехнологичный продукт, который меняет жизнь миллионов людей к лучшему."
"
Преподаватель по курсу ASP.NET","Нам требуется преподаватель по курсу «ASP.NET»"
"
Connected Home. Middle Flutter Developer","Connected Home [est. 2018] - IoT стартап, который специализируется на решениях в области домашней автоматизации и безопасности."
"
iMAS Group. Аналитик","iMAS GROUP - отечественная IT-компания, лидер в сфере разработки программных продуктов в сфере мониторинга и анализа информационных потоков."
"
inDriver: Product Manager (Payments)","inDriver — международный сервис пассажирских перевозок. Мы создаем глобальный высокотехнологичный продукт, который меняет жизнь миллионов людей к лучшему."
"
inDriver. Senior Designer (SMM)","inDriver is an international ride-hailing service headquartered in Mountain View, CA. inDriver user base exceeds 100M users in more than 625 cities in 42 countr"
"
inDriver: Product Manager (Antifraud)","inDriver — международный сервис пассажирских перевозок. Мы создаем глобальный высокотехнологичный продукт, который меняет жизнь миллионов людей к лучшему."
"
inDriver. Агент по привлечению специалистов","inDriver — международный сервис пассажирских перевозок. Мы создаем глобальный высокотехнологичный продукт, который меняет жизнь миллионов людей к лучшему."
"
Frontend разработчик","Требуется опытный Frontend разработчик"
"
inDriver. Специалист группы платежных сервисов","inDriver — международный сервис пассажирских перевозок. Мы создаем глобальный высокотехнологичный продукт, который меняет жизнь миллионов людей к лучшему."
"
inDriver: Product Designer","inDriver — международный сервис пассажирских перевозок. Мы создаем глобальный высокотехнологичный продукт, который меняет жизнь миллионов людей к лучшему."
"
inDriver. Специалист по коммуникациям","inDriver is an international ride-hailing service headquartered in Mountain View, CA."
"
Бухгалтер","inDriver — международный сервис пассажирских перевозок. Мы создаем глобальный высокотехнологичный продукт, который меняет жизнь миллионов людей к лучшему."
"
Sergek Development_Middle Fullstack Developer (Javascript)","Middle Fullstack Developer (Javascript)"
"
EРAM Systems Inc. Senior Software Testing Engineer","История EPAM – это история людей, которые работают у нас. Успех компании включает в себя успех каждого сотрудника, и наоборот. Мы считаем, что развитие компании"
"
inDriver: Главный юрист (корпоративное право)","inDriver — международный сервис пассажирских перевозок. Мы создаем глобальный высокотехнологичный продукт, который меняет жизнь миллионов людей к лучшему."
"
inDriver. Руководитель группы по привлечению пользователей","inDriver is an international ride-hailing service headquartered in Mountain View, CA."
"
Старший менеджер офиса образовательных программ","Дорогие соискатели, просим внимательно изучить job description и откликаться только в том случае, если вы уверены, что ваше резюме соответствует нашему запросу."
"
TICKETON.KZ_Программист-разработчик PHP","Программист-разработчик PHP"
"
АО НИТ. Инженер-программист (Java разработчик)","АО «НИТ» является оператором инфокоммуникационной инфраструктуры «электронного правительства» и единой транспортной системы государственных органов."
"
inDriver: Insurance manager","inDriver — международный сервис пассажирских перевозок. Мы создаем глобальный высокотехнологичный продукт, который меняет жизнь миллионов людей к лучшему."
"
HiQo Solutions. Embedded Software Developer","HiQo Solutions - компания по разработке программного обеспечения для иностранных заказчиков. Наши офисы расположены в США, Польше, Грузии, Казахстане и Беларуси"
"
АО НИТ. Ведущий инженер (Junior iOS разработчик)","АО «НИТ» является оператором инфокоммуникационной инфраструктуры «электронного правительства» и единой транспортной системы государственных органов."
"
АО НИТ. Инженер-программист (Front-end разработчик)","АО «НИТ» является оператором инфокоммуникационной инфраструктуры «электронного правительства» и единой транспортной системы государственных органов."
"
inDriver: Юрист договорного отдела (международное право)","inDriver — международный сервис пассажирских перевозок. Мы создаем глобальный высокотехнологичный продукт, который меняет жизнь миллионов людей к лучшему."
"
АО НИТ. Android разработчик","АО «НИТ» является оператором инфокоммуникационной инфраструктуры «электронного правительства» и единой транспортной системы государственных органов."
"
АО НИТ. Контент-аналитик ДЛЦ","АО «НИТ» является оператором инфокоммуникационной инфраструктуры «электронного правительства» и единой транспортной системы государственных органов."
"
АО НИТ. Инженер-программист","АО «НИТ» является оператором инфокоммуникационной инфраструктуры «электронного правительства» и единой транспортной системы государственных органов."
"
АО НИТ. Инженер-программист","АО «НИТ» является оператором инфокоммуникационной инфраструктуры «электронного правительства» и единой транспортной системы государственных органов."
"
TICKETON.KZ_Старший специалист Help desk","Старший специалист Help desk"
"
Инженер-админ кибермониторинга и расследования инцидентов","АО «НИТ» является оператором инфокоммуникационной инфраструктуры «электронного правительства» и единой транспортной системы государственных органов"
"
АО НИТ. Аналитик ДЛЦ","АО «НИТ» является оператором инфокоммуникационной инфраструктуры «электронного правительства» и единой транспортной системы государственных органов"
"
Lead Software Engineer Backend (Java/NodeJS)","Lead Software Engineer Backend (Java/NodeJS)"
"
Senior Software Engineer Backend (Java/NodeJS)","Senior Software Engineer Backend (Java/NodeJS)"
"
Зерде. Глав.мен Деп-та корп.упр. и стратегического развития","АО «Национальный инфокоммуникационный холдинг «Зерде»"
"
Software Engineer Frontend","We are looking for a smart, talented and highly motivated Frontend JavaScript Developer to join our international team."
"
Зерде. Главный менеджер Управления правового обеспечения","АО «Национальный инфокоммуникационный холдинг «Зерде»"
"
Зерде.  Главный менеджер Управления бюджетного планирования","АО «Национальный инфокоммуникационный холдинг «Зерде»"
"
Binance. Senior Product Manager (KYC/KYB)","Binance Core Values guide our behavior, decisions, and action, enabling unified collaboration across our diverse, international teams."
"
Binance. Senior Product Manager (KYC/KYB)","Binance Core Values guide our behavior, decisions, and action, enabling unified collaboration across our diverse, international teams."
"
Преподаватель по курсу JavaScript","Нам требуется преподаватель по курсу «JavaScript»."
"
Преподаватель по курсу ASP.NET","Нам требуется преподаватель по курсу «ASP.NET»"
"
Преподаватель по курсу WPF","Нам требуется преподаватель по курсу «WPF»."
"
Преподаватель по курсу: ООП с использованием UML и паттерны","Нам требуется преподаватель по курсу «ООП с использованием UML и
паттерны проектирования»."
"
Junior Software Engineer Backend (Java/NodeJS)","Junior Software Engineer Backend (Java/NodeJS)"
"
Middle Software Engineer Backend (Java/NodeJS)","We’re looking for experienced and self-motivated software engineers for a Software Engineer Backend (Java/NodeJS) position"
"
Frontend разработчик","Crocos в поисках фронт разработчика"
"
Контентщик - Тестировщик программного обеспечения","Компания ""Crocos"" в поисках тестировщика"
"
Разработчик C# .NET","Компания ""Crocos"" в поисках разработчика C# .NET"
"
Специалист по продажам IT-решений","Ищем специалиста по продажам IT-решений с опытом работы более 3-х лет"
"
Эксперт по процессам","Astana Hub для анализа процессов и экспертной оценке программы объявляет поиск эксперта."
"
Support engineer (Thai project)","The international team of our Company invites support engineers to a new Thailand project on migration and support of Oracle solutions."
"
Technical Administrator (Oracle Applications)","The international team of our Company invites technical administrators to a new Thailand project on migration and support of Oracle solutions."
"
Разработчик React native (middle)","Разработка мобильной версии кабинета cabinet.mybuh.kz. Интересный проект с качественным UX/UI, динамические интерфейсы, взаимодействие с backend на resful api."
"
Middle frontend разработчик (react)","Мы ищем инициативных и уверенных в себе разработчиков для долговременного сотрудничества, у нас вы сможете проявить свой потенциал и прокачать свои навыки."
"
Senior Java Developer","Our team develops rich Internet application in the field of financial markets."
"
Аккаунт-менеджер","""CAD.kz"" в поисках аккаунт-менеджера IT решений в сфере проектирования и строительства."
"
Coordination and Partnerships Building Specialist","Coordination and Partnerships Building Specialist of the Central Asia Climate Information Platform (CACIP Specialist)"
"
Менеджер по продажам в отдел умных замков Connected Home","Компания Connected Home ищет менеджера по продажам в отдел Умных замков Smart Locks"
"
Инженер по испытаниям отдела термовакуумных испытаний","эксплуатация оборудования и проведения испытаний участка термовакуумных испытаний сборочно-испытательного комплекса космических аппаратов."
"
Разработчик PHP Битрикс","В Abris Distribution Kazakhstan ищем разработчика PHP Bitrix в офис, на полный день, 5/2, с 9 до 6, город Алматы."
"
Senior Qt Developer / Middle Qt Developer (Qt/PyQt)","В компанию Digital System Service требуется Senior Qt Developer / Middle Qt Developer (Qt/PyQt) с опытом работы от 3 лет."
"
Senior QA Engineer / Middle QA Engineer","В компанию Digital System Serviсe требуется Senior QA Engineer / Middle QA Engineer с опытом работы  от 3 лет."
"
Senior Embedded Developer / Middle Embedded Developer","Senior Embedded Developer / Middle Embedded Developer (C/C++/LUA)"
"
Senior Full-Stack Developer / Middle Full-Stack Developer","Завод производитель «CUMAN» единственная в Казахстане компания которая обладает полным циклом разработки, производства маршрутизаторов и коммутаторов."
"
Business development manager (B2B)","Ищем Менеджера по развитию бизнеса (B2B)"
"
SEO-специалист","Компания Integra Sources ищет в команду единомышленника - SEO-специалиста. Также рассматриваем и начинающих специалистов :)"
"
Fullstack Developer Middle","В компанию Updevision требуется Fullstack Developer с опытом web разработки от 5 лет."
"
C++ Программист","Проект - ""Contrail Virtual Network Controller""
(Удаленная работа из любого города)"
